Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1470,1830,2050,2110,2320,2770,3200,3560,4440,5560,6000,6390,6810,7030,7480,7920,7590,8070,8370,8500,8770,9230,8950,8770,9570,10410,11320,12640,13860,14070,12570,11800,11520,11900,11820,12170,12400,12880,13810,
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1870,1970,2100,2270,2340,2530,2730,2970,3270,3470,3880,4640,5940,7210,7860,8070,8460,9580,10810,11850,12060,11570,12010,11990,12290,12530,14090,15560,17300,18190,18510,18870,18830,19250,20440,21900,21740,21420,21110,20110,19980,21110,25450,30270,34060,37250,42270,43980,46550,50230,60060,65870,64980,60360,54130,51360,
Austria,AUT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1060,1140,1240,1340,1470,1560,1680,1850,2070,2320,2760,3580,4650,5540,5980,6660,7540,9620,11460,11180,10380,9600,9270,9360,10820,13810,18070,19300,20630,21810,24520,24870,26140,28190,30090,29560,27970,27080,26790,25290,24970,28020,33750,38720,41460,44510,49110,49000,49610,50590,50060,50700,50420,47630,45850,45440,
Azerbaijan,AZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,440,400,400,450,510,570,610,660,720,820,950,1270,1890,2710,3900,4830,5410,5560,6480,7450,7700,6550,4760,4080,
Burundi,BDI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,80,70,60,60,50,50,70,70,70,80,100,110,120,140,150,180,220,250,240,230,220,240,250,260,250,230,220,220,210,180,160,150,140,150,150,140,130,130,130,120,120,130,150,170,180,200,220,230,250,260,260,260,270,280,
Belgium,BEL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1450,1530,1670,1800,1950,2100,2270,2510,2790,3090,3660,4710,6020,6940,7620,8260,9610,11790,14050,13260,11240,9470,8910,8870,10210,13160,17090,18120,19400,20680,23280,23520,25210,27200,28760,28650,26720,26180,26040,24530,24130,27120,32970,37850,40030,42780,46720,46270,47920,47080,47190,47400,46970,44230,42640,41790,
Benin,BEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,100,110,110,110,120,120,120,120,120,130,160,190,200,210,230,250,310,390,410,360,290,270,260,270,310,360,340,370,380,370,380,330,360,350,380,370,380,390,390,390,440,530,600,630,670,750,790,790,800,820,890,930,860,820,800,
Burkina Faso,BFA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,80,80,90,90,90,90,90,90,110,140,160,170,170,200,250,300,300,280,240,210,210,240,270,330,330,330,360,320,280,230,230,250,250,250,260,250,240,240,280,340,410,430,460,520,550,570,600,650,690,690,630,600,590,
Bangladesh,BGD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,120,160,210,200,170,160,190,230,260,240,220,210,220,240,270,280,290,310,310,320,320,320,330,360,380,400,410,420,430,420,450,490,530,560,590,640,710,780,870,940,1010,1070,1190,1330,1470,
Bulgaria,BGR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,2360,2090,2010,1950,2190,2720,3110,2830,2250,1620,1430,1250,1240,1360,1300,1320,1420,1480,1650,1760,1950,2350,3030,3770,4270,4820,6100,6750,6980,7220,7420,7590,7730,7480,7580,7860,
Bahrain,BHR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,8310,8730,9210,8090,7450,7830,7570,7310,7220,9800,9880,10030,9680,10380,10790,10310,10070,9870,10940,11500,12100,12950,14580,16550,17890,19660,20860,18830,18970,18440,19910,21710,21010,22660,21330,21150,
"Bahamas, The",BHS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1550,1650,1760,1900,2040,2230,2450,2760,2920,3110,3190,3740,3840,4640,3120,3360,3720,5200,6050,5790,6360,6640,7700,8510,9400,10790,11710,12430,11860,11320,11550,11310,11600,14260,15940,14670,17660,24230,25960,26520,27050,27530,28940,30170,30320,30640,30510,28580,27900,27500,28360,27990,27550,27920,27850,29170,
Bosnia and Herzegovina,BIH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,1010,1320,1390,1480,1600,1760,2040,2580,3170,3500,3910,4720,4960,4930,4970,4930,5180,5170,5050,4950,4910,
Belarus,BLR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,1600,1460,1370,1450,1530,1550,1400,1380,1300,1380,1630,2180,2820,3510,4310,5470,5660,6210,6330,6670,7010,7600,6720,5630,5280,
Belize,BLZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,330,340,350,370,390,420,420,420,420,450,520,600,730,840,800,850,930,1120,1420,1430,1290,1150,1160,1200,1350,1610,1870,2080,2260,2420,2680,2790,2770,2860,2880,2890,2780,2880,3150,3140,3230,3450,3590,3680,3780,3740,3940,4130,3970,4140,4220,4280,4360,4530,4430,4390,
Bermuda,BMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,2170,2160,2360,2460,2830,3210,3240,3340,3570,4010,4550,5430,6490,7570,8290,8960,9680,10700,12790,14120,13710,14820,16510,17870,21170,24040,26620,26500,27060,27400,29000,30890,31730,34290,,,,,,,,,,,,117640,120490,111580,110440,107530,106080,106140,,,,,
Bolivia,BOL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,540,580,650,760,820,900,860,830,850,830,740,710,710,720,720,740,770,800,820,860,910,960,1000,980,990,960,930,920,970,1030,1120,1240,1490,1640,1810,2010,2280,2620,2870,3000,3080,3130,
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,280,310,370,410,450,500,590,760,980,1180,1360,1490,1670,1960,2190,2090,2010,1720,1620,1570,1800,2050,2260,2760,2730,3270,3160,3080,3020,3750,4450,5010,4830,4110,3910,3340,3080,2970,3330,3980,4830,6160,7580,8280,9610,11010,12280,12730,12020,10090,8850,8600,
Barbados,BRB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,5680,6300,6670,6830,7160,7400,7650,8110,8460,8860,9280,9670,10080,11070,10920,10960,11620,12650,13640,14460,15660,16180,15990,16030,15470,16050,15920,15670,15310,15210,15270,
Brunei Darussalam,BRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12080,12460,13580,15160,15030,15080,15680,16210,16210,14420,14040,14680,16070,17130,17800,19980,23080,27580,30930,34160,32470,33300,35490,42290,45180,42930,38590,32890,29600,
Bhutan,BTN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,290,270,300,300,350,490,540,560,580,500,480,450,490,510,560,600,570,610,770,810,850,940,1060,1210,1330,1620,1730,1810,1970,2150,2290,2300,2340,2400,2520,2660,
Botswana,BWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,80,90,90,90,110,130,150,180,230,310,390,470,490,520,620,800,1000,1200,1160,1050,970,960,1040,1220,1830,2160,2540,2870,3060,3110,2770,3060,2980,3130,3030,2980,3020,3110,2800,3240,3790,4790,5300,5620,5650,5260,5570,6730,7340,7480,7310,6680,6600,6730,
Central African Republic,CAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,80,80,80,90,90,100,100,110,110,110,120,140,160,180,200,230,270,300,340,340,330,260,260,280,330,400,470,460,460,460,450,430,360,340,290,290,270,270,250,250,250,250,300,330,350,370,410,450,470,480,500,330,340,360,380,390,
Canada,CAN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,2340,2360,2470,2670,2920,3080,3370,3680,3970,4390,5050,6060,7190,7990,8690,9040,9700,10550,11530,12300,11810,12100,13050,13830,14450,16200,18480,19710,20480,20800,21220,21080,20740,20740,20700,21200,20760,21300,22610,22980,23490,25360,29370,34120,37780,41420,44810,43110,44370,47060,50900,52620,51930,47460,43880,42870,
Central Europe and the Baltics,CEB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.769099,2443.433248,2736.874725,3158.741246,3603.699049,3814.161876,3866.302194,3910.759766,4096.506534,4169.371539,4424.622686,5209.991727,6378.126334,7735.453431,8866.346665,10338.32868,12354.58061,12710.24273,12749.18945,12921.52523,13092.07256,13427.24093,13562.93258,13196.34692,12768.62547,13009.34431,
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,19100,17730,17960,18060,20340,25630,33620,35220,36900,37510,40880,40780,41860,45400,48360,48110,44990,43150,43460,40940,39710,45560,53790,61540,63830,62580,62940,70220,77360,79200,84500,88740,86560,85780,82080,80560,
Channel Islands,CHI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42430,41270,40370,42770,49540,55320,59810,65430,,,,,,,,,,,
Chile,CHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,610,660,700,700,780,790,810,850,900,1080,1170,1380,1680,1170,1030,1080,1380,1810,2340,2820,2300,1840,1600,1440,1480,1670,1940,2200,2350,2610,3130,3460,3750,4450,5100,5620,5520,5150,5090,4830,4560,4530,5200,6220,7360,8710,10080,9980,10790,12390,14420,15370,15120,14310,13590,13610,
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,80,90,100,110,100,90,110,120,130,130,160,180,200,190,190,200,210,220,220,220,220,250,290,310,320,330,320,330,350,390,420,470,540,650,750,800,860,940,1010,1110,1280,1510,1760,2060,2510,3100,3690,4340,5060,5940,6800,7520,7950,8250,8690,
Cote d'Ivoire,CIV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,160,180,210,210,230,230,260,280,290,300,310,370,460,580,660,760,920,1100,1120,1100,930,690,640,620,710,790,890,810,750,730,760,730,670,680,710,750,750,720,640,590,560,610,770,930,940,970,1080,1170,1200,1130,1240,1330,1460,1590,1640,1580,
Cameroon,CMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,110,130,160,170,170,190,210,280,350,340,340,520,630,630,840,850,780,780,800,930,1040,1130,1080,950,890,900,940,900,850,750,730,720,720,680,650,640,740,920,1020,1080,1130,1260,1340,1350,1380,1390,1450,1510,1470,1410,1370,
"Congo, Dem. Rep.",COD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,150,130,120,120,110,130,140,190,170,190,210,230,260,290,300,320,340,380,410,440,460,470,460,
"Congo, Rep.",COG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,140,140,150,160,170,180,200,210,210,230,260,330,410,480,470,430,470,590,800,1050,1180,1040,1030,960,940,1020,900,910,900,930,1030,770,660,420,450,570,560,480,550,610,650,670,750,930,1150,1320,1740,1840,2070,2060,2330,2430,2520,2350,1770,1430,
Colombia,COL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,270,280,300,300,310,290,300,310,320,350,380,450,530,580,610,670,820,1030,1210,1300,1290,1240,1230,1170,1170,1200,1250,1210,1280,1330,1510,1690,1990,2290,2470,2600,2510,2280,2290,2280,2330,2340,2580,2910,3410,4030,4610,5030,5510,6200,7150,7750,8020,7180,6340,5890,
Comoros,COM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,660,590,550,550,620,780,960,930,980,950,1100,1080,870,850,780,790,730,700,730,700,680,780,940,1090,1130,1160,1290,1370,1380,1400,1420,1490,1480,1390,1320,1280,
Cabo Verde,CPV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,500,460,440,450,510,640,830,890,890,900,1030,1180,1290,1400,1330,1340,1310,1350,1380,1320,1270,1490,1860,2110,2240,2750,3230,3410,3330,3450,3380,3440,3320,3160,3070,3030,
Costa Rica,CRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,360,350,350,370,390,410,440,470,520,570,630,760,880,970,1040,1240,1480,1740,1950,1420,1020,940,1110,1240,1440,1610,1660,1670,1760,1960,2360,2750,2990,3200,3250,3360,3410,3470,3580,3690,3780,4040,4390,4660,5070,5690,6420,6540,7230,8060,9210,9810,10170,10480,10860,11120,
Caribbean small states,CSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,659.8996076,690.5816153,741.5695967,783.9364824,930.4317645,1031.530681,1217.523488,1540.759748,1565.94926,1686.789567,1851.005416,2025.008721,2256.108338,2575.974813,2793.765897,2627.462694,2569.630659,2542.796529,2464.532687,2561.476122,2727.816176,2763.831873,2775.717605,2766.428759,2812.716034,2895.367265,2983.573803,3338.501805,3647.333243,3790.557314,4044.649294,4518.557259,4832.340332,4968.197733,5173.268641,5637.79953,6264.926348,6825.504444,7548.411008,8213.1014,9009.163527,8660.085653,8765.334427,8582.129877,9307.600716,9675.274987,9644.639733,9642.7294,9094.738241,8909.184817,
Cuba,CUB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,850,1040,1240,1500,1550,1600,1790,2000,2150,2430,2340,2180,2310,2310,2390,2490,2780,2750,2660,2340,2130,1870,2140,2550,2700,2500,2230,2390,2610,2750,2820,3090,3480,3950,4510,4970,5420,5480,5560,5870,6210,6570,6760,7150,,,
Curacao,CUW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,1530,1820,2410,3410,4070,4510,4220,4360,4480,5090,6450,8090,8770,9510,9670,11230,11190,11900,13140,14160,14580,15800,14780,14860,14690,14980,17130,20920,24450,26290,29030,32090,32560,31330,31500,28950,27050,26560,26210,24430,23720,
Czech Republic,CZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330,3470,4130,5090,5930,6120,6070,6070,6310,6310,6620,8050,10220,12390,13930,15740,18300,18650,19210,19420,19350,19270,18790,18250,17630,18160,
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,3610,4680,5800,6730,7140,7680,8880,11070,13030,12560,11140,10040,9890,9850,11260,14260,18650,19790,21340,22920,25860,25990,27530,29560,30910,30200,27990,26880,26210,24790,23710,26230,31730,35880,38370,40700,43870,43810,44790,47360,46710,47410,47710,45790,44020,43490,
Djibouti,DJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,1840,1880,
Dominica,DMA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,720,960,1160,1210,1220,1330,1440,1780,2110,2500,2540,2790,2940,3180,3390,3470,3700,3880,4000,4190,4200,4220,4470,4270,4680,4950,5050,5480,5740,6320,6490,6670,6840,6750,6610,6820,6720,7120,6590,
Denmark,DNK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,3300,3680,4340,5630,6850,8150,9040,9860,11260,13670,15220,14300,12970,11800,11610,11940,14180,17900,22300,23240,24570,25750,28930,28800,30600,32820,35030,35320,33580,33130,32660,31440,30870,34850,42770,49610,53540,55740,60390,60090,61220,61990,61650,63200,63670,60170,56990,55220,
Dominican Republic,DOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,220,240,260,230,250,250,250,280,340,370,430,520,610,710,780,830,900,1030,1140,1210,1240,1230,1300,1090,1030,930,910,900,870,1030,1330,1590,1720,1940,2150,2340,2430,2520,2650,2710,2860,2630,2560,3030,3620,4380,4690,4840,5230,5420,5660,5890,6170,6320,6480,6630,
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,190,230,240,240,230,250,280,310,330,310,430,530,710,910,1050,1140,1350,1670,2010,2220,2280,2210,2260,2390,2590,2810,2750,2540,2360,1990,1890,1720,1610,1550,1510,1500,1530,1530,1590,1660,1720,1920,2240,2700,3090,3580,4200,4270,4460,4580,5140,5480,5470,4830,4370,3940,
East Asia & Pacific (excluding high income),EAP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,71.38391268,77.65398774,86.32764028,97.81167324,105.8263493,99.81219663,96.63546732,108.2775366,121.277485,124.6891211,131.6735947,158.9807035,186.0772799,216.493216,211.7153538,225.1632534,239.1250933,263.8537129,291.4787649,308.4393429,307.8882625,303.944898,322.0633409,344.5886133,365.9702616,382.2993222,401.8407898,403.5555497,418.9716486,449.167739,498.7195181,541.6384393,608.0955369,699.474993,814.1260598,882.5042181,828.6098303,852.792524,914.2549102,985.8390633,1067.207026,1212.182074,1425.434428,1638.980188,1896.154126,2275.542921,2772.976403,3220.594895,3767.272014,4352.338464,5089.54614,5728.723402,6225.050309,6476.346717,6672.271966,6987.175383,
Early-demographic dividend,EAR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,170.3042997,181.1321132,185.1785521,188.539545,194.670911,208.3946442,218.6490058,231.0827307,247.9901739,295.6308094,378.0986679,455.0427952,499.3738993,512.9326085,547.3371742,638.4026235,754.5241265,853.893999,835.7504625,776.7690978,750.2264817,751.6709717,776.7159578,815.3472821,846.9217787,818.7593047,850.2343377,888.4193132,977.3207316,1031.329142,1084.552425,1108.814044,1161.006323,1198.671681,1168.857354,1181.412857,1245.341819,1261.41544,1229.673619,1305.75599,1480.124551,1694.816481,1901.959787,2153.824793,2412.084039,2496.414795,2725.98404,2971.443605,3271.962986,3407.881975,3442.24737,3364.433193,3317.107763,3352.591761,
East Asia & Pacific,EAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,142.848541,156.2758157,174.8842797,193.6712169,212.9584483,223.9276298,243.1021586,276.6559174,304.0476458,333.226608,392.7411095,499.5904619,605.7760447,705.1191499,729.9608568,788.5961642,930.846174,1129.861414,1282.580032,1334.968321,1285.947967,1248.580148,1289.888056,1381.803147,1584.565748,1927.107016,2461.84938,2650.665624,2758.374807,2860.907953,3060.58153,3321.985978,3637.070049,4098.036385,4305.091215,4177.112853,3659.560843,3622.34651,3833.348577,3917.822232,3872.137541,4052.412274,4555.633929,4984.853847,5271.254607,5640.950407,6150.605462,6506.110419,7323.394798,8125.837152,9094.144958,9699.990322,9921.088513,9801.266588,9858.720826,10171.69301,
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.395129,2172.433492,2089.386199,1873.409202,1904.394837,1914.732796,1985.779267,1831.790676,1697.382544,1782.895263,1701.23705,1858.704494,2198.679862,2887.088391,3722.805494,4619.523777,5746.748402,7031.302998,6938.745444,7428.182054,8080.319565,9232.583334,10171.44357,10098.53192,8754.98548,7656.87315,7375.396579,
Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,1733.904359,2195.59371,2675.343217,3082.951065,3258.998464,3475.854936,3928.279806,4857.061653,5814.03197,5843.537598,5352.130895,4789.880499,4620.546543,4605.684841,5265.172504,6652.01839,8529.604193,9109.323586,9780.469168,10396.75272,11467.96026,11287.50994,11481.05127,11970.34963,12689.9206,12929.99863,12538.47724,12410.91405,12501.4395,12085.87332,12018.61485,13605.26801,16564.88766,19210.42165,20812.7674,22563.2559,24535.82516,24253.91647,24466.30097,24918.24744,25199.3008,25888.67708,25889.91051,24500.74596,23175.81249,22656.26666,
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,380,350,380,430,450,460,470,500,520,510,510,600,830,1090,1290,1360,1550,1820,2110,2460,2400,2110,1900,1830,1770,1640,1510,1370,1370,1480,1600,1670,1820,1970,2080,2190,2170,1790,1560,1560,1740,2130,2560,2900,3120,3330,3880,4090,4420,4900,5410,5830,6130,6000,5840,5920,
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,170,170,190,210,230,260,290,290,320,340,370,380,410,490,520,550,550,630,670,730,850,820,760,740,730,740,740,800,900,1000,1100,1190,1290,1390,1410,1340,1270,1210,1210,1300,1510,1810,2090,2330,2520,2790,2990,3180,3310,3410,3010,
Euro area,EMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1093.46466,1195.347667,1317.212857,1454.762429,1594.280938,1729.190397,1882.381421,2067.247289,2261.125734,2484.052005,2891.283772,3709.239848,4596.453341,5305.205443,5627.877414,6044.190278,6867.694058,8519.552881,10224.34758,10126.6732,9174.915695,8180.064186,7952.399376,7961.030079,9185.21196,11733.98742,15245.29283,16348.24526,17625.36748,18884.3374,21201.71006,20872.62694,21410.86152,22546.7694,23811.71817,23789.45492,22746.2849,22338.29104,22136.64598,21203.95947,20686.74568,23317.02918,28343.36208,32468.82166,34621.41521,36809.96007,39617.08103,39649.89314,39827.35806,40306.73957,39223.14385,39387.5918,39246.46266,37584.59228,36158.47623,35645.34591,
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,190,210,220,220,210,210,210,210,210,240,280,290,300,300,350,410,520,,,,,,,
Spain,ESP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,500,570,640,730,840,930,1010,1110,1170,1310,1590,2090,2740,3250,3440,3650,4040,5010,6220,6320,5690,4860,4590,4560,5410,7110,9420,10710,12220,13710,15620,15030,14490,14840,15580,15830,15460,15480,15790,15540,15580,18060,22120,25930,27970,29920,32450,32770,32130,31150,29760,29400,29300,28420,27580,27180,
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,4320,4620,5710,7480,9710,11500,13500,15070,14470,14540,15870,16900,18280,18850,18380,17830,18190,
Ethiopia,ETH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,210,200,190,230,280,270,250,260,250,220,210,160,150,150,140,130,120,120,130,120,110,130,160,180,220,280,340,380,390,410,470,550,600,660,740,
