Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,76.68755,93.53642,,86.58329,83.21162,85.16071,81.57285,75.94946,71.9058,,,,,102.94543,,,,,,,,88.33365,,,97.43846,,,,,114.85891,,,,,,,95.84127,95.76741,93.68561,94.04195,91.41822,88.72761,,87.75017,87.61085,,,
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.81549,110.2672,109.62472,104.87745,107.81707,108.79223,110.84712,111.94603,111.50743,110.66593,109.28179,108.15372,106.78941,106.00849,104.46395,104.99674,105.39957,106.00746,106.18659,105.86389,105.58842,105.46792,105.37702,105.33776,100.8312,101.1403,100.77512,100.55401,100.31867,100.41251,100.34574,101.26216,101.40074,102.01596,102.53646,103.15647,105.11537,105.17534,105.44926,105.88411,106.07673,106.47432,106.56019,106.07004,102.22319,101.3403,,
Austria,AUT,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,103.29578,102.76067,101.15191,100.04668,99.6858,99.2475,99.49437,97.31035,96.7834,96.23175,96.39433,97.27445,97.0768,97.07764,96.60672,99.10386,100.93278,103.76162,105.55528,105.30173,104.12055,103.90969,103.31158,102.41308,102.36504,102.39691,102.8261,103.63034,103.78485,103.67232,102.94747,101.25148,100.46382,100.72132,100.83262,101.55929,101.67839,100.74849,100.23762,99.81863,99.7387,100.52483,101.03603,101.38857,101.8011,102.26436,,
Azerbaijan,AZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,112.86656,,,,,120.91886,,,114.49995,114.62942,113.95951,112.5404,111.24918,113.01393,113.20013,93.50836,94.54734,92.87744,95.48014,97.20749,98.861,98.34943,96.21324,97.26133,95.52697,94.21666,94.7712,94.07247,95.06857,93.7623,95.57363,97.95531,100.50045,106.05989,106.60149,106.43174,103.2941,
Burundi,BDI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,28.35282,27.41133,23.65698,21.58125,21.8247,21.70731,21.88799,23.52484,23.90029,25.97853,28.45585,32.99055,40.55144,45.84643,50.36767,54.37962,60.69937,68.08017,69.33012,69.8459,71.69605,68.36329,67.46942,,50.57596,39.41814,40.74532,48.5878,57.46116,59.20881,62.0233,67.02535,72.69124,77.80439,82.44528,104.53531,116.60045,124.14428,133.04539,139.34765,143.91371,142.70371,140.34465,137.89885,134.17804,130.91528,126.1519,
Belgium,BEL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,108.42098,107.24074,101.25906,103.58981,103.86289,104.68372,104.96783,104.80211,104.07689,104.03979,103.48176,102.84063,99.70972,98.88648,98.27522,98.80319,99.95233,101.18807,101.55944,101.05853,100.28592,98.92967,102.45771,101.82412,101.79541,102.01518,,,103.82362,104.83442,104.07656,103.16723,102.36091,100.80021,100.46234,100.73419,101.53366,102.15671,102.12699,101.92396,101.9468,102.26013,103.82592,103.64779,103.15296,103.31777,,
Benin,BEN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,34.7633,37.6952,41.48698,39.68721,46.1922,47.99075,49.98651,50.80705,56.85902,58.25693,60.34757,64.6779,66.25,64.19849,64.3068,62.36633,62.69434,61.62556,61.09798,51.25493,58.21984,61.4146,66.49934,66.89444,70.24485,72.65391,76.38223,79.42969,79.58431,82.52927,90.73641,96.16322,99.79704,103.72226,100.83883,101.2934,,113.18831,118.43397,120.15201,122.72604,127.21539,128.73714,129.59724,132.46826,130.90229,126.64433,
Burkina Faso,BFA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,12.20559,12.72924,13.05107,13.52604,14.11697,14.61451,15.07216,15.73085,16.36039,17.29208,18.48386,20.06353,21.83787,23.34259,25.56905,27.77662,29.78625,30.31633,31.49873,32.5255,33.72297,34.41491,35.47658,36.77636,38.83546,40.96957,,43.31879,44.28435,45.01737,46.43783,47.05757,49.31104,53.8744,58.32719,62.06521,67.6691,73.22384,77.61482,78.01417,81.59491,84.09267,85.71858,87.33811,88.36633,91.11084,93.65296,
Bangladesh,BGD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,55.41798,51.15148,63.23046,74.94685,73.11698,77.80965,79.12894,73.67041,72.44673,71.56489,70.53584,69.29883,70.48508,71.67684,70.13665,67.94177,67.32616,66.1184,77.65034,77.60912,80.89054,,,,,,,,,,,,,,,98.47081,99.18193,98.35791,96.2743,99.45609,102.3042,,,,,,,111.09468,
Bulgaria,BGR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,105.84726,104.0061,101.80636,99.54882,96.18412,98.14344,100.27194,102.95587,103.48149,101.22139,100.58565,103.3306,104.47719,106.33357,107.06312,104.70187,105.6285,103.46022,101.31048,94.67987,93.58479,93.58857,94.47295,95.57052,97.59459,101.10771,102.31142,103.17919,103.33554,103.45539,104.4811,103.39203,104.62101,105.09731,103.30338,103.34119,106.80504,108.8907,109.78166,108.53334,103.96524,100.93104,99.13091,98.5419,97.07002,94.84792,,
Bahrain,BHR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,106.48933,109.82366,111.97061,113.00489,115.41491,112.42638,110.34,108.44355,109.20446,109.09335,106.97947,106.05141,105.28556,109.63431,111.10088,112.50883,111.8895,112.13803,112.7371,110.33341,111.44822,107.90513,107.68678,106.97078,107.69815,107.67883,107.73143,107.79756,107.8931,104.96178,100.67576,100.74073,99.80986,98.38226,95.74598,98.41714,,,,,94.86897,95.32953,97.63889,99.68311,101.16738,101.09313,100.96004,
"Bahamas, The",BHS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.7925,99.91925,96.37183,99.3899,102.48732,103.52968,105.19241,106.28186,104.19397,101.00555,101.89182,100.50735,100.89578,95.92394,105.37201,106.48685,,,,98.27638,95.11038,94.46898,95.39037,94.61423,95.97581,101.27858,98.98101,99.4559,96.88522,,,94.44967,,103.73886,109.16645,107.84496,111.21364,111.24098,107.3562,107.91145,,,,,,95.34399,,
Bosnia and Herzegovina,BIH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.31753,100.39418,99.47262,98.31947,97.91495,97.79977,98.65491,100.11161,101.36046,103.36154,104.48706,105.34995,105.79409,106.46944,107.23017,108.28829,94.30679,94.33037,93.57769,93.55364,95.63647,95.29166,96.91034,96.74798,97.59681,98.27196,99.30266,101.535,110.64697,112.95898,114.2428,111.74267,101.7282,99.35541,97.82685,98.76535,101.18712,104.21936,105.27769,103.68584,101.45937,99.25848,97.86592,98.29207,99.55015,101.89043,101.60868,
Belize,BLZ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,113.39387,111.36384,111.06527,110.56518,,107.26137,108.47028,108.95895,,109.262,106.81453,107.59489,108.53522,113.29095,113.81045,112.52462,113.92671,113.10331,111.55567,112.7353,114.74137,113.81949,115.06528,117.84999,119.6816,123.12451,122.28752,,119.04185,115.89298,112.40404,107.27479,111.16687,112.89401,113.32206,113.73012,113.16369,112.35387,113.02023,112.5481,111.40875,113.79413,112.03145,111.73019,113.13851,114.69241,113.2829,
Bermuda,BMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,100.36446,98.26296,95.89112,96.44295,97.14968,100.41298,102.09941,103.07668,96.89532,98.09898,97.71118,97.65859,97.21048,96.00694,96.79039,,,,,,,,,,103.6509,,114.5667,,,,101.28676,101.5092,101.62466,100.39658,99.10473,97.11439,,,,92.28389,89.83261,87.50519,86.45134,87.476,90.34858,,,
Bolivia,BOL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,85.02115,84.88581,86.42702,88.86339,91.04884,95.7063,97.89771,94.99728,95.90354,97.43387,96.57531,98.0681,,99.77828,104.86453,,102.3853,108.46341,,97.81338,100.13227,101.91586,102.46144,103.97141,106.78305,110.17161,112.30353,114.22504,115.68672,117.91562,117.96145,117.20487,117.90818,116.1762,115.54394,114.94245,113.41544,112.6485,111.52013,108.03879,104.70761,101.45683,99.96109,98.64303,97.35941,97.13811,97.70771,98.63779,
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.64539,,150.78555,146.82779,140.54449,133.69631,133.26216,,128.17979,132.05521,131.16516,,132.49661,134.5204,113.91982,114.25471,112.77329,113.94543,,
Barbados,BRB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.38333,100.29162,101.33878,98.58707,104.62472,107.54489,114.57224,116.30917,115.14687,101.39955,98.14716,98.25728,99.78948,105.97291,108.69612,,,,119.46374,114.48531,,106.29934,,,,,,,102.21819,100.65803,99.27465,96.76939,96.66527,94.9681,96.14122,98.2503,99.691,101.23167,100.54415,99.70518,98.41721,,,93.63142,93.01157,92.58217,91.78674,
Brunei Darussalam,BRN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,129.60249,133.0883,133.86907,131.77458,129.58655,124.9077,124.44086,125.5823,123.99835,107.70725,105.501,105.27418,101.83536,102.49265,105.13228,104.44604,111.20031,110.7702,114.10026,118.10263,,111.11016,111.48101,113.4825,114.81733,113.88919,112.56988,110.36755,112.48048,111.86321,110.20062,107.33208,107.72369,110.64797,111.04673,110.64034,110.33806,109.75767,107.72261,107.00754,106.5473,106.86346,105.92651,105.97744,105.20142,105.1266,106.64014,104.78004,
Bhutan,BTN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,19.62994,19.492,20.82111,,23.83167,,28.77734,31.2418,31.35652,35.07403,45.02455,50.20603,52.74558,56.57709,58.7755,58.57873,53.73781,54.48024,56.30163,,,51.16208,50.575,55.74506,58.48704,62.0543,65.67853,68.68492,70.46257,72.34832,75.39807,78.59638,81.50711,84.69254,88.3253,91.11964,94.30177,97.29989,99.96514,103.81031,106.5379,108.36972,108.49728,102.72056,100.2218,97.85642,94.97578,92.57596,
Botswana,BWA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,59.44041,54.77793,55.50367,61.09654,64.32408,69.87922,73.04218,77.15869,78.93069,82.07589,87.00982,90.24747,91.35104,93.25183,94.89112,97.27924,98.84209,100.31851,101.50105,103.31548,103.08061,105.32638,103.70612,103.31301,103.86207,104.572,106.31634,107.63974,107.27377,107.57199,108.04391,109.33084,109.47261,109.16504,108.53795,108.67402,109.10721,108.23838,108.1762,109.39629,,,110.52238,111.14216,105.36212,,,,
Central African Republic,CAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,64.87509,63.59932,67.39368,67.77584,71.16059,71.38454,73.60154,72.82158,71.42031,70.2796,69.30145,70.92029,71.80405,74.84707,76.91052,75.46916,64.77271,65.63516,66.17626,69.95807,64.84207,56.78271,,,,,,,,,77.19545,67.80579,67.08587,57.57312,64.09214,63.94665,73.80081,85.01975,86.59743,89.15866,89.81164,90.17287,,,,105.66756,,
Canada,CAN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,102.33736,100.34348,98.24412,96.88276,97.7277,98.00044,98.58768,99.10428,99.16101,99.21299,98.94911,104.64979,104.05815,103.48911,103.20956,103.44895,103.37969,103.42463,103.68024,103.68623,103.83585,103.06236,102.08248,101.28363,101.19057,102.18768,,99.2514,99.70515,100.25361,,,,98.05035,96.98737,98.55752,98.7168,97.83893,98.90504,98.60862,98.22815,99.62857,100.51104,101.77148,102.80303,101.43399,,
Central Europe and the Baltics,CEB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,103.14132,103.11208,103.92563,103.66911,103.68263,102.97291,102.26741,101.55099,100.83494,99.94166,98.61095,97.70216,98.91962,99.77472,100.21789,99.91636,98.99283,98.54757,97.4527,96.36316,94.74025,94.34745,94.99991,96.10576,97.05531,97.46555,98.22235,99.15534,99.94084,99.27186,99.3836,99.51789,99.16981,99.00347,99.61889,98.7165,98.33546,98.52985,98.09249,98.49513,98.69581,98.51274,99.11788,98.55025,98.03075,99.98669,101.81976,101.90152,
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,93.3024,92.70074,92.06857,91.38686,82.92933,83.90785,82.94886,82.38502,82.29995,82.27536,81.71511,81.26754,81.09182,81.44392,82.59369,84.45292,86.95954,89.40083,90.69782,90.95479,95.26706,94.20359,95.69085,97.71927,,104.98367,105.44833,106.2584,105.19969,104.22335,103.62811,102.96436,101.95083,101.64602,101.78197,102.22852,102.53718,102.5663,102.84263,102.89335,103.34781,103.24147,103.94662,104.40662,,
Channel Islands,CHI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,120.91674,127.64565,127.85633,127.74676,126.60235,122.99385,118.61992,117.01867,116.28557,116.74784,114.63748,113.15919,111.56246,110.39661,107.29693,107.75797,106.3758,,103.15845,103.30084,103.67306,103.11735,99.77833,99.52681,,,99.37907,77.88938,103.49539,105.46342,105.9884,,105.24626,103.89902,107.67974,106.79532,106.38612,106.63499,106.42934,104.63232,101.36706,100.44149,99.92658,98.17578,98.09957,98.70303,99.79863,,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,107.5932,106.22074,107.36453,114.40881,118.15556,120.91171,121.58012,117.05184,111.56533,110.54636,111.32991,113.04438,112.85072,113.02108,113.87609,118.96253,123.53268,127.90897,129.3656,129.08699,127.42803,123.57551,120.30985,116.69801,113.3589,110.55306,107.35425,105.25644,105.61859,,,110.27607,114.66231,118.94832,,,105.47417,107.89359,109.65386,109.36209,107.45686,105.9067,105.23371,103.87623,99.20279,99.33323,100.85381,102.05287,
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,57.91657,59.91759,59.89819,61.34392,62.64387,63.34778,63.60802,66.10901,69.32498,72.45689,74.16115,75.95009,76.35035,75.86472,73.76082,71.51655,70.4409,69.21055,69.31554,69.79648,69.65271,68.17605,67.59589,66.32598,68.4145,69.04825,69.57611,70.57276,71.50216,73.67665,73.15843,75.39735,75.88752,71.47456,,,68.33579,68.84347,72.77775,72.14334,,80.64115,83.95464,85.32835,88.12073,91.80232,96.71212,98.81225,
Cameroon,CMR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,92.66803,90.0521,90.31215,91.34985,93.57956,94.94032,93.55416,94.66463,95.23978,95.66637,98.15616,99.14094,101.70454,99.94951,100.9265,101.91712,103.43184,103.96501,100.36062,99.94875,97.37759,91.50419,,84.63629,82.51145,75.9313,79.59321,81.85731,84.46444,86.95113,102.97776,103.04703,103.22558,107.87132,105.91733,104.81663,106.8262,106.96159,108.96139,110.93279,110.08891,114.63582,,116.2432,119.23836,119.15507,113.17166,
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,96.48991,96.29249,96.49926,95.58389,94.70077,95.43706,95.04273,95.63611,95.85364,96.42787,97.47239,98.14612,98.84024,99.64316,94.40772,94.88115,82.35024,83.68618,,61.77337,79.62341,77.50225,78.29695,76.22508,80.62085,,,65.75824,53.3852,,,67.0098,,,,,93.16734,101.50662,100.55373,100.06205,101.22596,105.55689,106.619,110.24369,108.04337,,,
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.51416,115.86502,118.23297,120.59669,122.22054,123.09333,123.09916,124.33908,124.6109,128.60246,126.99583,127.85512,128.43983,130.18876,130.47862,131.71219,134.01714,128.47399,126.42996,123.08344,121.29528,118.49037,120.79451,117.0245,117.6914,110.93971,109.16273,91.5368,57.92825,85.93815,100.74373,103.0908,97.40369,108.51448,107.492,107.46326,104.627,102.01121,105.31314,106.91229,106.8861,104.16346,,,,,,
Colombia,COL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,102.51987,105.12272,105.34806,107.35383,106.61012,108.03139,108.81861,111.29114,114.97857,118.66007,115.7823,118.08113,109.65565,109.41571,107.4296,105.34997,102.09639,102.86932,102.21927,101.87256,101.68599,101.99301,106.14983,107.33721,108.31301,109.36373,114.57643,,119.29401,119.63218,120.91092,118.98313,120.98827,,125.02188,127.50447,128.71779,129.41675,129.4999,129.68543,124.28461,120.51997,116.56236,116.62147,113.74613,113.56272,113.98817,112.67988,
Comoros,COM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,39.26978,39.82821,50.28414,56.83968,68.58581,83.92025,96.03938,,105.16562,,117.65088,,113.87366,111.29789,108.6289,111.85133,102.14089,102.14267,100.69533,99.05364,102.46511,106.71251,100.38617,102.18182,,97.11477,,101.04473,92.94511,103.19,,111.99132,110.33235,108.18509,,,103.97318,108.64124,,,108.02465,,107.03179,104.97489,,,99.44759,
Cabo Verde,CPV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,56.99931,67.84067,82.29453,94.16606,100.18682,124.88965,117.24299,116.12765,114.93298,113.52022,112.56915,111.96534,106.17475,112.19763,113.71605,115.12037,118.09251,121.00349,123.61405,124.84294,124.50169,,,123.1226,,,,123.50725,122.74211,120.71664,119.23962,118.65058,116.77057,114.11683,112.44123,111.8476,109.6194,107.4543,104.83344,102.60945,100.95676,100.18295,100.70312,100.15242,98.32821,96.69012,95.87731,
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,108.05249,107.28569,107.93768,108.97028,106.62345,104.81148,106.16681,106.99905,105.78201,105.22694,104.72546,105.23176,102.64549,101.14978,100.13622,99.92015,101.08047,101.09447,102.05393,102.11733,102.40166,103.7977,105.22707,106.00615,106.43875,107.24337,108.11865,108.31086,108.42552,116.22026,112.60983,112.83928,111.71069,,115.40747,112.97104,114.78454,114.0133,115.48732,117.0313,116.99394,115.97727,114.55723,111.83539,110.78713,109.81741,109.9691,,
Caribbean small states,CSS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,110.09657,109.97443,111.20569,109.15227,109.71229,106.01718,105.16142,107.31835,107.15391,106.82665,104.44832,103.49316,104.74975,105.0694,104.41453,104.63976,104.29412,105.58041,105.52736,106.58172,104.1602,102.21911,102.13149,102.07203,102.88987,102.66894,102.52907,102.71359,102.31347,101.03416,101.29164,99.9363,98.56456,98.80683,99.95845,99.49025,100.48179,98.13248,100.33727,100.52591,99.48692,100.09835,100.59312,100.89747,100.17888,100.30322,100.02505,100.40252,
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,116.62949,116.23092,118.37785,119.13239,120.61226,122.09887,120.79432,118.44224,114.72158,110.3516,105.94633,103.74822,104.22321,103.78121,102.20767,101.9669,102.60203,101.8294,101.01834,99.70648,98.05576,99.64642,100.09059,101.73174,101.2591,104.96633,104.45061,102.07534,101.88006,101.1665,100.47429,100.21807,98.12516,98.15494,98.2838,98.54153,99.30865,100.00367,102.13147,103.10496,103.11707,102.47736,100.73527,101.61048,100.94415,100.84748,101.87854,
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.85714,,,,,
Cayman Islands,CYM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,87.84676,86.24892,85.68873,86.13476,77.86911,78.45045,77.7525,78.57173,78.67677,74.90078,74.12633,70.47842,70.61539,71.0892,71.87761,77.0521,81.02812,82.34883,82.66813,82.37229,81.9711,80.4682,101.09881,100.77162,99.88454,99.78395,99.79351,,97.43846,96.73135,96.64961,97.77345,97.61051,97.74523,100.85795,102.38691,102.47384,103.35171,105.36476,101.62433,101.20054,100.17535,99.76198,99.15272,99.30012,,,
Czech Republic,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,123.33487,126.72585,128.79009,130.02113,128.79236,125.26133,122.36976,119.98457,117.01293,,97.40701,99.12339,100.58835,100.24198,97.97691,96.45255,93.85704,91.81835,91.87023,93.19965,96.33196,100.70513,102.66831,105.53032,104.58227,104.23405,101.78461,103.08726,103.03139,103.33349,103.41305,101.55022,99.02579,98.59442,99.21254,99.99366,103.18458,105.73849,105.97945,103.80931,100.75891,99.34803,98.70732,98.63239,99.49798,100.22582,,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.41726,98.88792,100.55309,100.1409,101.08677,102.29098,103.77757,105.21519,105.0337,105.11767,104.19705,102.41226,101.98542,102.78415,103.01598,104.12809,104.70761,103.95241,103.33047,102.93574,102.41759,102.14306,101.70173,101.45734,102.38905,102.98439,,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.6214,24.76102,25.75126,26.2495,26.49395,25.4988,23.68378,26.55669,26.63083,26.61412,27.85063,30.09684,31.51636,32.54917,32.10286,34.00089,33.98798,33.7132,32.93625,33.29796,32.83316,34.09205,30.95238,32.71612,33.66009,33.52957,32.83643,32.19714,32.53211,32.49496,36.46624,38.33864,40.19001,42.167,43.62855,45.97519,48.21451,57.06841,55.99734,,61.34288,63.94065,63.82499,65.11536,64.21139,63.53657,63.90106,
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,129.16516,130.68884,127.49418,119.87905,118.75168,110.33552,110.59357,109.66725,106.26405,103.3795,101.34765,106.43515,,101.5287,,95.53302,99.59451,99.19698,,103.48202,107.63941,107.30412,119.96062,127.60748,133.26649,,,,128.3598,120.38855,113.01167,108.22741,103.99682,100.3354,99.39987,98.08497,99.67708,101.30735,104.73343,108.81134,114.04148,119.01213,118.27358,117.94911,116.01232,112.33318,,
